Date,Open,High,Low,Close,Volume,Change
2022-01-03,1.0,1.0,0.9999999999999999,1.0,0.03353843713936711,0.41241309140240784
2022-01-04,0.988034188034188,0.9696969696969697,0.9454855195911415,0.9452054794520549,0.14828633998528787,0.300297129712234
2022-01-05,0.9282051282051281,0.9124579124579126,0.8466780238500852,0.8527397260273973,0.335817974449476,0.21639954351502583
2022-01-06,0.8188034188034189,0.8131313131313131,0.8023850085178875,0.8013698630136986,0.26657477206314073,0.29646582886310924
2022-01-07,0.7931623931623931,0.7878787878787878,0.7802385008517888,0.7756849315068494,0.2383399582931224,0.3522762649361299
2022-01-10,0.7606837606837608,0.7474747474747476,0.7103918228279386,0.7311643835616438,0.32225902130560075,0.3061942303588019
2022-01-11,0.717948717948718,0.7171717171717171,0.6797274275979558,0.6746575342465754,0.2826248338136148,0.2730028441500455
2022-01-12,0.6803418803418803,0.6818181818181819,0.6814310051107325,0.6832191780821918,0.26277188767487536,0.4344907208448221
2022-01-13,0.6615384615384615,0.6515151515151516,0.6149914821124361,0.6113013698630138,0.43359208919063014,0.2282225829114077
2022-01-14,0.5743589743589744,0.6144781144781146,0.5758091993185689,0.6010273972602741,0.34208665987298975,0.3845054386007413
2022-01-17,0.6188034188034187,0.6161616161616161,0.5911413969335605,0.5924657534246577,0.2035563886433117,0.38895360160188036
2022-01-18,0.5760683760683761,0.5774410774410774,0.5775127768313458,0.5907534246575342,0.16392388832274912,0.40768679536341607
2022-01-19,0.582905982905983,0.5757575757575759,0.5400340715502555,0.535958904109589,0.3026777097660231,0.2609495308224369
2022-01-20,0.5230769230769231,0.5286195286195288,0.5178875638841568,0.5376712328767125,0.20311941124466007,0.4173797075789756
2022-01-21,0.5111111111111112,0.5084175084175084,0.4821124361158432,0.48630136986301375,0.5481679005513675,0.2636438345442924
2022-01-24,0.4717948717948718,0.47811447811447816,0.45826235093696754,0.45890410958904126,0.3256401128380248,0.32923028111615005
2022-01-25,0.45470085470085475,0.45959595959595956,0.42759795570698467,0.4212328767123288,0.3450105279496818,0.29500688979804524
2022-01-26,0.42222222222222217,0.41414141414141414,0.3816013628620102,0.3715753424657535,0.6341976150144759,0.25180023391240325
2022-01-27,0.37094017094017095,0.3737373737373738,0.3390119250425895,0.3287671232876713,0.5571892061521019,0.26669275240636325
2022-01-28,0.33162393162393167,0.3804713804713805,0.31686541737649065,0.36472602739726034,0.6125942285239949,0.540613871460064
2022-02-03,0.37094017094017095,0.3872053872053872,0.3781942078364565,0.36815068493150693,0.2591613408288736,0.42415565569600555
2022-02-04,0.3555555555555555,0.4225589225589226,0.37478705281090285,0.41267123287671237,0.36121327871397046,0.5645123316263736
2022-02-07,0.40854700854700854,0.45286195286195285,0.40545144804088584,0.4691780821917809,0.4028948487282102,0.5967632103860344
2022-02-08,0.45811965811965816,0.4814814814814816,0.4497444633730835,0.4503424657534246,0.3068922639815896,0.3542873981491004
2022-02-09,0.45641025641025645,0.4545454545454546,0.4446337308347529,0.4417808219178082,0.10878290827861273,0.3855071323156595
2022-02-10,0.4427350427350428,0.4545454545454546,0.43611584327086883,0.4417808219178082,0.21535393482119355,0.41241309140240784
2022-02-11,0.3350427350427351,0.33164983164983175,0.3100511073253833,0.3116438356164384,0.9999999999999999,0.0
2022-02-14,0.27863247863247864,0.32659932659932667,0.28620102214650767,0.34075342465753433,0.41482315069140285,0.5181981807384552
2022-02-15,0.33333333333333337,0.3973063973063974,0.3458262350936968,0.3869863013698631,0.5337240259959373,0.5750860171257677
2022-02-16,0.3948717948717949,0.3922558922558923,0.383304940374787,0.3750000000000001,0.20256433184637293,0.372264804409263
2022-02-17,0.36581196581196584,0.3670033670033671,0.3560477001703577,0.3595890410958905,0.22135435998839223,0.360142811965773
2022-02-18,0.32820512820512815,0.3535353535353536,0.34241908006814314,0.363013698630137,0.13366699960182754,0.42422017528003586
2022-02-21,0.3384615384615385,0.36363636363636365,0.34752981260647364,0.36130136986301375,0.10348687718066907,0.4065310952370933
2022-02-22,0.3350427350427351,0.3653198653198654,0.35264054514480403,0.36130136986301375,0.15363045546879744,0.41241309140240784
2022-02-23,0.36581196581196584,0.42087542087542096,0.3781942078364565,0.40410958904109595,0.3533544342239349,0.5597318253417359
2022-02-24,0.3811965811965812,0.38888888888888895,0.393526405451448,0.4023972602739727,0.15949843767926195,0.4067778922789945
2022-02-25,0.40854700854700854,0.40909090909090917,0.403747870528109,0.3972602739726028,0.1293520586865708,0.39547788703151904
2022-02-28,0.3846153846153846,0.4158249158249159,0.39011925042589435,0.43493150684931503,0.11892787004730829,0.5372605311366246
2022-03-02,0.4393162393162392,0.4545454545454546,0.4446337308347529,0.4452054794520549,0.17539665400163318,0.4451927581677553
2022-03-03,0.4427350427350428,0.4410774410774412,0.4548551959114139,0.44691780821917815,0.0543682555322351,0.417821369755751
2022-03-04,0.4307692307692307,0.4242424242424243,0.40034071550255534,0.39212328767123295,0.15343896151224548,0.23963807506244122
2022-03-07,0.36581196581196584,0.3585858585858587,0.35434412265758086,0.35273972602739734,0.10057060137538212,0.2811977291588192
