Date,Open,High,Low,Close,Volume,Change,score
2022-01-03,1.0,1.0,1.0,1.0,0.0098511111061639,0.4945848375451265,0
2022-01-04,1.0,0.9642857142857144,0.9761904761904764,1.0,0.0116901875647506,0.4945848375451265,-1
2022-01-05,0.9642857142857144,0.9523809523809526,0.9285714285714284,0.9195402298850572,0.0148633888186499,0.339730798952723,-1
2022-01-06,0.8928571428571428,0.8928571428571428,0.833333333333333,0.8275862068965516,0.0300420941468715,0.313560321842335,1
2022-01-07,0.8214285714285716,0.9047619047619052,0.8452380952380953,0.9195402298850572,0.0172244173171503,0.680469071790274,0
2022-01-10,0.8809523809523809,0.8809523809523809,0.8809523809523809,0.896551724137931,0.0041250199602636,0.4493287086194293,0
2022-01-11,0.8690476190476191,0.8928571428571428,0.8809523809523809,0.8850574712643677,0.0086062382882077,0.4718079042371275,1
2022-01-12,0.8928571428571428,0.916666666666667,0.9166666666666664,0.942528735632184,0.011389442806584,0.6088453610704033,0
2022-01-13,0.9285714285714284,0.9285714285714288,0.9047619047619048,0.9195402298850572,0.0137334709284452,0.4496225795864793,-1
2022-01-14,0.8690476190476191,0.8571428571428572,0.8690476190476191,0.8620689655172411,0.0090257832974132,0.3814445152308815,0
2022-01-17,0.8571428571428572,0.8214285714285716,0.833333333333333,0.8505747126436778,0.0088458626446474,0.4715808916127952,-1
2022-01-18,0.8571428571428572,0.8333333333333335,0.8095238095238093,0.7931034482758621,0.0123853815380362,0.3791817087845967,0
2022-01-19,0.7738095238095237,0.8214285714285716,0.7976190476190474,0.804597701149425,0.0117873325741181,0.5180566603438778,1
2022-01-20,0.8690476190476191,0.8214285714285716,0.8214285714285712,0.8620689655172411,0.0090585697380747,0.6115474680456626,0
2022-01-21,0.8095238095238093,0.8571428571428572,0.833333333333333,0.8620689655172411,0.0125005388512238,0.4945848375451265,0
2022-01-24,0.8809523809523809,0.8452380952380953,0.8452380952380953,0.8505747126436778,0.009660059254408,0.4715808916127952,-1
2022-01-25,0.8095238095238093,0.785714285714286,0.75,0.735632183908046,0.0153908052653404,0.2637785800240676,0
2022-01-26,0.7261904761904763,0.7380952380952381,0.7380952380952381,0.7471264367816088,0.0099788163163948,0.5184613469438557,-1
2022-01-27,0.7380952380952381,0.7261904761904763,0.5952380952380949,0.5747126436781609,0.0275800753157162,0.1376679444713238,1
2022-01-28,0.5833333333333335,0.5833333333333335,0.5238095238095237,0.632183908045977,0.0215904783319068,0.6200230209804848,-1
2022-02-03,0.6547619047619047,0.6785714285714288,0.6309523809523809,0.6091954022988504,0.0156049290568211,0.4453023626295981,1
2022-02-04,0.5952380952380953,0.5952380952380953,0.6071428571428572,0.632183908045977,0.0121649837980339,0.5442205918507306,-1
2022-02-07,0.6190476190476191,0.5833333333333335,0.583333333333333,0.6091954022988504,0.0128903332013105,0.4453023626295981,0
2022-02-08,0.6309523809523809,0.6547619047619051,0.6071428571428572,0.6206896551724137,0.030153810907644,0.5194027146979279,1
2022-02-09,0.6428571428571428,0.6309523809523809,0.6547619047619047,0.6551724137931032,0.007913068169284,0.5687725631768947,1
2022-02-10,0.6666666666666665,0.666666666666667,0.6666666666666665,0.6781609195402298,0.0172183457540648,0.5435190264188495,-1
2022-02-11,0.6547619047619047,0.6190476190476191,0.6309523809523809,0.6436781609195399,0.0106541765169345,0.4216986509595288,-1
2022-02-14,0.6309523809523809,0.5952380952380953,0.5714285714285712,0.5517241379310343,0.0112240939052233,0.2981539800803956,0
2022-02-15,0.5476190476190474,0.535714285714286,0.5238095238095237,0.5402298850574709,0.0124278824796344,0.4693140794223825,0
2022-02-16,0.5833333333333335,0.535714285714286,0.5595238095238093,0.5517241379310343,0.0149170209592381,0.5199481625474404,1
2022-02-17,0.5595238095238093,0.5833333333333335,0.5595238095238093,0.5862068965517238,0.0223805910747617,0.5703971119133573,1
2022-02-18,0.5714285714285712,0.5833333333333335,0.5714285714285712,0.632183908045977,0.0063567241650437,0.594573107951361,0
2022-02-21,0.5714285714285712,0.5833333333333335,0.5714285714285712,0.632183908045977,0.0065718598837052,0.4945848375451265,-1
2022-02-22,0.5714285714285712,0.5714285714285716,0.5714285714285712,0.5862068965517238,0.0129492273632395,0.3960198877140696,1
2022-02-23,0.6190476190476191,0.6071428571428572,0.6071428571428572,0.632183908045977,0.0064532620181025,0.594573107951361,-1
2022-02-24,0.5833333333333335,0.5595238095238098,0.5714285714285712,0.5977011494252871,0.0096989172581549,0.4206611251718342,0
2022-02-25,0.6190476190476191,0.5833333333333335,0.5952380952380949,0.5977011494252871,0.0106300926500288,0.4945848375451265,1
2022-02-28,0.5833333333333335,0.5714285714285716,0.583333333333333,0.6206896551724137,0.0113329772698892,0.5443991377295275,0
2022-03-02,0.6428571428571428,0.6190476190476191,0.6309523809523809,0.6091954022988504,0.0056277318239157,0.4698555956678707,1
2022-03-03,0.6309523809523809,0.6309523809523809,0.6428571428571428,0.6666666666666665,0.0046931158796268,0.6186742233091367,-1
2022-03-04,0.6666666666666665,0.6190476190476191,0.6190476190476191,0.6206896551724137,0.0057165790303997,0.3970610667615806,-1
2022-03-07,0.5833333333333335,0.5476190476190479,0.5476190476190474,0.5402298850574709,0.0090091876916463,0.3214801444043321,0
2022-03-08,0.5,0.5119047619047619,0.5238095238095237,0.5517241379310343,0.006488274698562,0.5199481625474404,1
2022-03-10,0.6190476190476191,0.6904761904761907,0.5714285714285712,0.735632183908046,0.033437919380571,0.8989169675090252,-1
