Open,High,Low,Close,Adj Close,Volume
0.9999999999999998,1.0,0.9999999999999998,1.0,1.0,0.7137235877533419
0.9682097574454935,0.9672478512212352,0.9536069933204689,0.9420105806980978,0.9420105806980978,0.8088076757222941
0.8737164813181957,0.8969803884798249,0.8788817435728868,0.8648668796430443,0.8648668796430443,0.0008085381630012936
0.8539772322350558,0.8808600651955945,0.8958222424335138,0.9039649003400578,0.9039649003400578,0.0008085381630012936
0.8707636052627119,0.8686688014226558,0.8697577324765782,0.8650774119095379,0.8650774119095379,0.0007007330746011211
0.8440278005560751,0.8488615333692717,0.8337423625573115,0.837556108446095,0.837556108446095,0.0007007330746011211
0.8340517421120361,0.866569743442366,0.8758404056515159,0.8938879252316272,0.8938879252316272,0.0006468305304010349
0.8762437813807391,0.8742126894299593,0.8828300445498118,0.8726286391759399,0.8726286391759399,0.0006468305304010349
0.8138867574190212,0.8288389200434318,0.8451606460906589,0.8414239011498741,0.8414239011498741,0.0007546356188012074
0.8157489895789107,0.813014592224425,0.8121599093629197,0.805930463752695,0.805930463752695,0.0005929279862009486
0.7842778026557025,0.8059097564441955,0.7782520468435108,0.7692003305064796,0.7692003305064796,0.0005929279862009486
0.717983616827331,0.7403519118736677,0.7436773957654166,0.7427842023851148,0.7427842023851148,0.0006468305304010349
0.7151637229610472,0.7777328617755028,0.7565360753355101,0.8080353075584839,0.8080353075584839,0.0005390254420008624
0.7595105828728157,0.7768716556143547,0.7659000955247659,0.7663323693942523,0.7663323693942523,0.0005929279862009486
0.6656825369253891,0.6612034844704797,0.7069950745513489,0.6941089592476053,0.6941089592476053,0.0
0.6804470714991797,0.6818450223602848,0.6210116042455611,0.6258056953176001,0.6258056953176001,0.0007007330746011211
0.6034584978131534,0.620781453379394,0.6170366012065973,0.606467218551134,0.606467218551134,0.0005929279862009486
0.5827614220861201,0.5793906242272442,0.5254242620580756,0.5200093387005937,0.5200093387005937,0.0006468305304010349
0.4985369578235368,0.5467462288210188,0.49397073495084753,0.5822084456140737,0.5822084456140737,0.0005390254420008624
0.5923916331963033,0.6153720935967342,0.6312827528942917,0.6314887904322322,0.6314887904322322,0.0005929279862009486
0.5941475099320506,0.6274825403218602,0.6310425783974234,0.6611412723235488,0.6611412723235488,0.0005929279862009486
0.6405694671483644,0.635798453069127,0.6496638051921704,0.6520114516692184,0.6520114516692184,0.00048512289780077615
0.6265763559013704,0.6392431162410976,0.6326698995396607,0.6411450220011705,0.6411450220011705,0.0006468305304010349
0.6355414937883352,0.6480973033595614,0.6682050832013069,0.681295543533905,0.681295543533905,0.00048512289780077615
0.6636873252365814,0.6599115931468402,0.6477964722891805,0.6422236995933224,0.6422236995933224,0.00048512289780077615
0.5856345748030838,0.5912857283711248,0.6052983544590822,0.5941798927585467,0.5941798927585467,0.0005390254420008624
0.5302474770395229,0.5315947009066422,0.5332676146205488,0.5293760288745966,0.5293760288745966,0.4796787408365675
0.5066507867679679,0.5131869133856033,0.5000534081257848,0.49551385937170256,0.49551385937170256,0.5585920655454937
0.5117584834665172,0.5609558976902678,0.5526357441635124,0.5961006994166738,0.5961006994166738,0.00048512289780077615
0.569167419683944,0.5949458982881741,0.5559439586437909,0.5857603596697385,0.5857603596697385,0.0006468305304010349
0.5241288597838996,0.5713439320930975,0.5613595204556161,0.6054673895906761,0.6054673895906761,0.0005390254420008624
0.5481777528134526,0.5773991554556606,0.574085001848722,0.612150311034672,0.612150311034672,0.00048512289780077615
0.5424582444026471,0.5614402967208001,0.5731511713272088,0.5696844107985615,0.5696844107985615,0.0005929279862009486
0.5537378145472178,0.5658806942785621,0.5865436066829213,0.5939431837356217,0.5939431837356217,0.0005929279862009486
0.5428838177353053,0.5405834162497496,0.526811408703445,0.5173257330984291,0.5173257330984291,0.0009163432514014661
0.5308592914120609,0.5470422215950324,0.5684558102015613,0.5824978265122613,0.5824978265122613,0.0007546356188012074
0.5456239882630689,0.5688141862591065,0.5829686757120467,0.6037834498211274,0.6037834498211274,0.0005929279862009486
0.5731578430615591,0.6111468744563839,0.6099670135226909,0.6416185979126738,0.6416185979126738,0.0005390254420008624
0.6281193648321801,0.6529951636231286,0.6655105759600632,0.686005144310164,0.686005144310164,0.0005929279862009486
