Open,High,Low,Close,Adj Close,Volume
1.0,1.0,1.0,1.0,1.0,0.22690066592674804
0.990467800476158,0.988937047297946,0.956638838275754,0.9576971286356821,0.9576971286356821,0.34184239733629307
0.9198781023318272,0.9477905281563035,0.9311708186614651,0.9175892521739129,0.9175892521739129,0.3408712541620422
0.9299641918916906,0.9557240158541935,0.9523088389331957,0.958800483358321,0.958800483358321,0.1745976692563818
0.946320846712605,0.9460547883910704,0.9258267565722087,0.9250134704647675,0.9250134704647675,0.1268729189789123
0.926533893807151,0.9368254643304836,0.9245386484436051,0.9258049691154424,0.9258049691154424,0.18847114317425082
0.9504249226798613,0.972287854480649,0.9728381894232263,0.9798980389805099,0.9798980389805099,0.1560072142064373
0.9854848458536205,0.9839739548747337,0.9824764299798012,0.9674363994002997,0.9674363994002997,0.21538568257491678
0.9345739680596727,0.9385367324878673,0.9303955649307025,0.9192562902548724,0.9192562902548724,0.1652330743618202
0.9116338083217363,0.9076094695032526,0.8841716175615777,0.8810915838080957,0.8810915838080957,0.2072697003329634
0.8880798134208585,0.8869751782143096,0.861841013483343,0.8500749625187405,0.8500749625187405,0.18007769145394006
0.8175024579114822,0.8490801862906556,0.8319235888256515,0.8237361787106448,0.8237361787106448,0.11743895671476137
0.8198373173553608,0.8379682891504845,0.83048025531384,0.8482038284857571,0.8482038284857571,0.07026914539400667
0.8140721586233703,0.8199376075093907,0.8139471553376021,0.8141529823088454,0.8141529823088454,0.16537180910099888
0.7975471336523725,0.7956850033756306,0.7704904716770082,0.763430296851574,0.763430296851574,0.1245144284128746
0.7525935865882674,0.7486341046597746,0.6790088757350925,0.6775411130434783,0.6775411130434783,0.2395255271920089
0.6843992803580652,0.6930382104286137,0.6839117251769871,0.6641679160419791,0.6641679160419791,0.12326581576026638
0.659713998412613,0.6670253936993529,0.5722464682631783,0.5505247376311844,0.5505247376311844,0.1338790233074362
0.5497437411418873,0.6006846862251085,0.5448580804216001,0.6091155598200899,0.6091155598200899,0.09683684794672584
0.6562237564047262,0.6822811607703967,0.6775655422232809,0.6624648611694153,0.6624648611694153,0.09794672586015538
