Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,0.9790851452526468,0.9964431290846743,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.3083284711115382
2022-01-04,1.0,1.0,0.9762963941297718,0.9626159421821707,0.9626159421821707,0.4045867340284594
2022-01-05,0.9466848834585209,0.9511082894674239,0.9011909111146326,0.8696274384230687,0.8696274384230687,0.3909596996176577
2022-01-06,0.8552547142020699,0.8797772555324821,0.8687334602311376,0.866191272137385,0.866191272137385,0.3578695917792986
2022-01-07,0.8677661373951948,0.874732368096236,0.8620298611973134,0.8403954345935019,0.8403954345935019,0.2819846102099793
2022-01-10,0.8076402189179532,0.8347917450391944,0.7994946371694114,0.841628582552765,0.841628582552765,0.4301315888825585
2022-01-11,0.8369182160352238,0.8724684639108107,0.8548294778336383,0.8791087411022394,0.8791087411022394,0.30293998531036986
2022-01-12,0.8970267209741358,0.9019536388881231,0.9051709862022677,0.8853262679782306,0.8853262679782306,0.2957763881357212
2022-01-13,0.8938696297450672,0.8910437937337004,0.8448588101541532,0.8174235337737821,0.8174235337737821,0.29076406669366633
2022-01-14,0.7999901666328912,0.8244613013886926,0.828152022369353,0.8328947107305373,0.8328947107305373,0.3006486775900769
2022-01-18,0.7954118465311169,0.7955610953646519,0.790981976917333,0.7640542557605012,0.7640542557605012,0.394932764052965
2022-01-19,0.7779984216562972,0.780544432562742,0.7637483199196986,0.7344003122780582,0.7344003122780582,0.340642911567054
2022-01-20,0.7571306849078208,0.7774437548277637,0.7293898693629515,0.7012585894667878,0.7012585894667878,0.4005971952416581
2022-01-21,0.684297359073923,0.6909469873908005,0.6616090535486221,0.6327295495619214,0.6327295495619214,0.5061401280880828
2022-01-24,0.5855756454897287,0.6366721955645445,0.5410764643980464,0.6480707384893971,0.6480707384893971,0.6609907949561027
2022-01-25,0.6081915362160459,0.6192021466033686,0.5985875926724396,0.5918665752880192,0.5918665752880192,0.3892477399249044
2022-01-26,0.6538007756170137,0.6598527430429098,0.5946365230691175,0.5923701918164797,0.5923701918164797,0.4924540605844276
2022-01-27,0.6256940760458436,0.6163128623748562,0.5821204073645834,0.5586768890402174,0.5586768890402174,0.41093896939202773
2022-01-28,0.5777456562221803,0.6174163473148297,0.5666214766886564,0.6330232390595334,0.6330232390595334,0.3827335067716449
2022-01-31,0.6433854303345461,0.7040381191810208,0.6622336376628046,0.7165375649602528,0.7165375649602528,0.40373967778914205
2022-02-01,0.7247164244196869,0.7253335465535979,0.7167872648135674,0.7354217953324576,0.7354217953324576,0.3415366451356045
2022-02-02,0.7626583689667386,0.7522089007486996,0.751687677785543,0.7481541880107125,0.7481541880107125,0.3417137444141652
2022-02-03,0.6842292424221803,0.6975991479080563,0.6773598921566613,0.6522864852335946,0.6522864852335946,0.2940973771459559
2022-02-04,0.6689591842515554,0.7003339731194949,0.6771167737325212,0.6912915696852975,0.6912915696852975,0.2659591847941735
2022-02-07,0.6969837683021587,0.7028259738950942,0.6993857523601534,0.6766390737508325,0.6766390737508325,0.2861938070167009
2022-02-08,0.6734955077468592,0.7010182630739306,0.6923078950400245,0.7084532853893075,0.7084532853893075,0.2896314550284526
2022-02-09,0.7405775088603508,0.7496156033660655,0.7636078631214811,0.761112669271941,0.761112669271941,0.349482774006219
2022-02-10,0.7161941729254875,0.7530805172030601,0.725325238913409,0.7068854356360592,0.7068854356360592,0.41576183579190146
2022-02-11,0.7135615277674003,0.704736956929163,0.6560143416342987,0.6366854941061415,0.6366854941061415,0.4191679079632897
2022-02-14,0.6358297851915289,0.644966652119578,0.6437016158786764,0.6366444818097674,0.6366444818097674,0.29698725297053147
2022-02-15,0.6757244042914956,0.6855712698360397,0.6997800507534355,0.6987210433829147,0.6987210433829147,0.3065272753481923
2022-02-16,0.68302124063149,0.689477649743373,0.6918056612800345,0.6959325577938678,0.6959325577938678,0.28205188047857993
2022-02-17,0.676949990065546,0.663194448924159,0.6508912758914176,0.6234404483460414,0.6234404483460414,0.28751724658672023
2022-02-18,0.6299613477784978,0.6156673669047983,0.6078436714456961,0.5934290379165434,0.5934290379165434,0.31821033628269985
2022-02-22,0.5755867541964768,0.589242458756563,0.5689779499322876,0.5637910821276433,0.5637910821276433,0.36588024519326473
2022-02-23,0.5908638118015137,0.573620890706799,0.5298293811594907,0.5025705644445002,0.5025705644445002,0.3370720958807257
2022-02-24,0.42935707364665854,0.5648537173879267,0.4498529160229372,0.5801751292836885,0.5801751292836885,0.548612379102285
2022-02-25,0.5862329105443198,0.6036136259045009,0.5885341277846556,0.6195077903526862,0.6195077903526862,0.3356154886361296
2022-02-28,0.6011919201710092,0.6245392491739681,0.6230258275558735,0.6296119233401469,0.6296119233401469,0.5140066309264764
