Date,Open,High,Low,Close,Volume,Change
2022-01-03,1.0,1.0,1.0,1.0,0.02632589046955229,0.4338273735238251
2022-01-04,0.9865168539325841,0.9774266365688488,0.9523809523809523,0.9517241379310346,0.09244001327400295,0.3199887249804231
2022-01-05,0.9235955056179774,0.9142212189616253,0.8934240362811792,0.903448275862069,0.1466111134285965,0.31570525752730483
2022-01-06,0.8629213483146068,0.8577878103837472,0.8276643990929704,0.8275862068965518,0.16672337588028993,0.2209250959052635
2022-01-07,0.8157303370786517,0.8306997742663657,0.8253968253968254,0.8252873563218392,0.08997495247944304,0.46120734000640734
2022-01-10,0.8202247191011236,0.8126410835214447,0.7891156462585034,0.8114942528735634,0.09632119600509792,0.4217031020500746
2022-01-11,0.8067415730337077,0.8352144469525961,0.8140589569160996,0.8114942528735634,0.09265917129627613,0.4690941872770745
2022-01-12,0.8224719101123594,0.871331828442438,0.8367346938775511,0.8597701149425288,0.13042486148528123,0.6364483777951064
2022-01-13,0.8606741573033707,0.8690744920993229,0.857142857142857,0.8712643678160921,0.07275781731061975,0.5077294665986515
2022-01-14,0.8292134831460674,0.8261851015801355,0.81859410430839,0.8436781609195403,0.04593601955487262,0.3770356424108333
2022-01-17,0.8269662921348313,0.8442437923250564,0.8367346938775511,0.8505747126436782,0.03253158023518395,0.49251258904129325
2022-01-18,0.8539325842696628,0.8510158013544019,0.81859410430839,0.8252873563218392,0.0360779555046954,0.38360168127319993
2022-01-19,0.7797752808988763,0.7878103837471783,0.7845804988662131,0.8,0.08398219465590634,0.3822105310275747
2022-01-20,0.7842696629213484,0.7990970654627539,0.7777777777777777,0.8114942528735634,0.07561045159627355,0.509240018872879
2022-01-21,0.7820224719101123,0.8171557562076749,0.7936507936507935,0.8022988505747126,0.05776884058557529,0.43721719860697383
2022-01-24,0.7932584269662921,0.7878103837471783,0.782312925170068,0.781609195402299,0.04439039515063067,0.3969401926521833
2022-01-25,0.7775280898876404,0.7765237020316028,0.7392290249433107,0.7517241379310347,0.09186721389760713,0.36344404598461494
