Date,Open,High,Low,Close,Volume,Change,score
2022-01-03,1.0,1.0,1.0,1.0,0.0263258904695522,0.4338273735238251,-1
2022-01-04,0.986516853932584,0.9774266365688488,0.9523809523809524,0.9517241379310346,0.0924400132740029,0.3199887249804231,-1
2022-01-05,0.9235955056179774,0.9142212189616252,0.8934240362811792,0.903448275862069,0.1466111134285965,0.3157052575273048,-1
2022-01-06,0.8629213483146068,0.8577878103837472,0.8276643990929704,0.8275862068965518,0.1667233758802899,0.2209250959052635,0
2022-01-07,0.8157303370786517,0.8306997742663657,0.8253968253968254,0.8252873563218392,0.089974952479443,0.4612073400064073,0
2022-01-10,0.8202247191011236,0.8126410835214447,0.7891156462585034,0.8114942528735634,0.0963211960050979,0.4217031020500746,0
2022-01-11,0.8067415730337077,0.8352144469525961,0.8140589569160996,0.8114942528735634,0.0926591712962761,0.4690941872770745,1
2022-01-12,0.8224719101123594,0.871331828442438,0.8367346938775511,0.8597701149425288,0.1304248614852812,0.6364483777951064,0
2022-01-13,0.8606741573033707,0.8690744920993229,0.857142857142857,0.8712643678160921,0.0727578173106197,0.5077294665986515,-1
2022-01-14,0.8292134831460674,0.8261851015801355,0.81859410430839,0.8436781609195403,0.0459360195548726,0.3770356424108333,0
2022-01-17,0.8269662921348313,0.8442437923250564,0.8367346938775511,0.8505747126436782,0.0325315802351839,0.4925125890412932,0
2022-01-18,0.8539325842696628,0.8510158013544019,0.81859410430839,0.8252873563218392,0.0360779555046954,0.3836016812731999,-1
2022-01-19,0.7797752808988763,0.7878103837471783,0.7845804988662131,0.8,0.0839821946559063,0.3822105310275747,0
2022-01-20,0.7842696629213484,0.7990970654627539,0.7777777777777777,0.8114942528735634,0.0756104515962735,0.509240018872879,0
2022-01-21,0.7820224719101123,0.8171557562076749,0.7936507936507935,0.8022988505747126,0.0577688405855752,0.4372171986069738,0
2022-01-24,0.7932584269662921,0.7878103837471783,0.782312925170068,0.781609195402299,0.0443903951506306,0.3969401926521833,-1
2022-01-25,0.7775280898876404,0.7765237020316028,0.7392290249433107,0.7517241379310347,0.0918672138976071,0.3634440459846149,-1
2022-01-26,0.7280898876404494,0.729119638826185,0.7120181405895691,0.710344827586207,0.0936262371999574,0.3198564219970187,-1
2022-01-27,0.6764044943820224,0.7042889390519188,0.6712018140589568,0.6643678160919542,0.1151479285519943,0.2985064683556053,1
2022-01-28,0.6314606741573032,0.6839729119638825,0.6439909297052153,0.6965517241379311,0.1190059191344254,0.592446560926229,1
2022-02-03,0.7595505617977527,0.7516930022573364,0.7482993197278911,0.7448275862068967,0.1050107804578285,0.6499446834820455,1
2022-02-04,0.7415730337078652,0.7674943566591422,0.7528344671201814,0.7770114942528736,0.0527906225270787,0.5857112519126246,0
2022-02-07,0.7730337078651686,0.7652370203160271,0.7505668934240362,0.7747126436781611,0.0440291268482897,0.4609424382660186,0
2022-02-08,0.7752808988764044,0.7674943566591422,0.7482993197278911,0.7517241379310347,0.0338921344061284,0.3874520526862185,0
2022-02-09,0.7528089887640448,0.7562076749435666,0.7573696145124715,0.7701149425287357,0.0261107793993949,0.5354220829570993,1
2022-02-10,0.7640449438202246,0.8036117381489841,0.7777777777777777,0.7954022988505747,0.0765930827004004,0.5591760149222612,0
2022-02-11,0.7640449438202246,0.7720090293453724,0.7641723356009069,0.7770114942528736,0.0375290991422329,0.4046670910207612,-1
2022-02-14,0.7617977528089888,0.7562076749435666,0.7392290249433107,0.7517241379310347,0.0334742087741657,0.3794249481554537,0
2022-02-15,0.7573033707865169,0.7494356659142213,0.73015873015873,0.735632183908046,0.0195805552044738,0.4110572785570528,1
2022-02-16,0.7460674157303371,0.7494356659142213,0.7482993197278911,0.7632183908045977,0.0370521814005816,0.5696793477588695,0
2022-02-17,0.7573033707865169,0.760722347629797,0.7437641723356008,0.7632183908045977,0.0423351660838018,0.4690941872770745,-1
2022-02-18,0.7325842696629212,0.7246049661399548,0.727891156462585,0.7333333333333334,0.0528586424530257,0.3621417329948775,0
2022-02-21,0.6943820224719102,0.7178329571106096,0.693877551020408,0.7333333333333334,0.0529573258238504,0.4690941872770745,-1
2022-02-22,0.6876404494382022,0.6930022573363431,0.693877551020408,0.710344827586207,0.0427446865075239,0.385141426235534,0
2022-02-23,0.7168539325842695,0.708803611738149,0.6961451247165533,0.6919540229885057,0.0363542378126037,0.4008590997084864,-1
2022-02-24,0.6674157303370787,0.6613995485327314,0.6575963718820861,0.6620689655172414,0.0710942086870006,0.3567768040583918,1
2022-02-25,0.6808988764044943,0.7133182844243792,0.6802721088435373,0.7172413793103449,0.1008757293074668,0.6809049219114672,0
2022-02-28,0.698876404494382,0.7178329571106096,0.7052154195011338,0.7333333333333334,0.0517826201462257,0.528515124026985,0
2022-03-02,0.7303370786516854,0.7223476297968398,0.7120181405895691,0.728735632183908,0.0523476369223987,0.4523036350687664,1
2022-03-03,0.7303370786516854,0.7562076749435666,0.7414965986394557,0.7678160919540231,0.057762614505397,0.6122641009018601,-1
2022-03-04,0.7595505617977527,0.7516930022573364,0.7346938775510203,0.7310344827586208,0.0367058556906684,0.3378648022757353,-1
2022-03-07,0.6853932584269662,0.6772009029345373,0.6802721088435373,0.6827586206896552,0.0506251918410954,0.2925157500375758,0
2022-03-08,0.6539325842696628,0.6772009029345373,0.6643990929705215,0.6712643678160921,0.054499058927981,0.4256137670633776,1
2022-03-10,0.7303370786516854,0.801354401805869,0.73015873015873,0.7908045977011495,0.2041365142792036,0.9250031713765544,0
2022-03-11,0.7797752808988763,0.7787810383747179,0.7619047619047619,0.7839080459770116,0.0820622271809491,0.4448609243319518,0
2022-03-14,0.7730337078651686,0.8058690744920994,0.7709750566893423,0.7839080459770116,0.0731603333941413,0.4690941872770745,0
2022-03-15,0.7730337078651686,0.7923250564334087,0.7755102040816326,0.7770114942528736,0.0649419075588971,0.4447504383306825,0
2022-03-16,0.795505617977528,0.7878103837471783,0.7664399092970522,0.7908045977011495,0.0583572051624166,0.5180046813434132,1
2022-03-17,0.8134831460674157,0.8510158013544019,0.8276643990929704,0.8551724137931036,0.1339250081094694,0.6952713080982178,0
2022-03-18,0.8471910112359551,0.8442437923250564,0.8458049886621315,0.8551724137931036,0.0797777227115575,0.4690941872770745,0
2022-03-21,0.8584269662921349,0.8487584650112866,0.820861678004535,0.8298850574712644,0.0293643732485258,0.3838498452964338,0
2022-03-22,0.8247191011235955,0.81941309255079,0.820861678004535,0.832183908045977,0.0142378001515427,0.4769694020296432,1
2022-03-23,0.8382022471910111,0.8487584650112866,0.8458049886621315,0.8597701149425288,0.0459366421628904,0.5634575852548409,0
2022-03-24,0.8224719101123594,0.8239277652370204,0.8163265306122449,0.8344827586206898,0.0495323591178142,0.3840965727696043,-1
2022-03-25,0.8224719101123594,0.8148984198645598,0.8049886621315192,0.8022988505747126,0.0543597503839934,0.3591654542897395,0
2022-03-28,0.7775280898876404,0.781038374717833,0.7664399092970522,0.7954022988505747,0.0228500255580591,0.4450428557354444,0
2022-03-29,0.8,0.8058690744920994,0.8027210884353742,0.806896551724138,0.0177412154678245,0.5093611224372699,0
2022-03-30,0.8337078651685392,0.8239277652370204,0.8253968253968254,0.8298850574712644,0.0380703011617242,0.5490252591669247,0
2022-03-31,0.8314606741573034,0.8239277652370204,0.8321995464852607,0.8367816091954023,0.0338196005720522,0.4927198315347817,0
2022-04-01,0.8247191011235955,0.8171557562076749,0.81859410430839,0.8137931034482759,0.0369206554568168,0.3906889655114065,0
2022-04-04,0.8044943820224719,0.8103837471783296,0.8027210884353742,0.8252873563218392,0.0115026831292528,0.5088810397527967,0
2022-04-05,0.8269662921348313,0.8284424379232506,0.8299319727891157,0.8459770114942529,0.0280428877306996,0.5401808151175739,-1
2022-04-06,0.8089887640449438,0.8058690744920994,0.7891156462585034,0.788505747126437,0.0680843658768468,0.2742257346405058,-1
2022-04-07,0.7483146067415729,0.762979683972912,0.7528344671201814,0.7471264367816093,0.0441144241467312,0.3234743072159295,0
2022-04-08,0.743820224719101,0.7449209932279909,0.7097505668934239,0.7264367816091954,0.0648113155271591,0.3942428470587295,0
2022-04-11,0.6943820224719102,0.6930022573363431,0.693877551020408,0.710344827586207,0.0463181452258105,0.410048738279138,0
2022-04-12,0.6719101123595506,0.6839729119638825,0.6802721088435373,0.6896551724137931,0.0401888805943665,0.3923297137624133,0
2022-04-13,0.6719101123595506,0.6862302483069979,0.6757369614512472,0.6988505747126437,0.0482275283644647,0.5037093937745919,0
